omega_rad_s,hat_omega,sigma_rel
-0.0011028015218536072,-3.3418227934957794,0.012179606227807078
-0.0010986560788373467,-3.3292608449616568,0.012108506841259515
-0.001094510635821086,-3.3166988964275332,0.01203728606803587
-0.0010903651928048255,-3.3041369478934106,0.011965942241889915
-0.0010862197497885648,-3.2915749993592875,0.011894473665869564
-0.0010820743067723043,-3.2790130508251645,0.0118228786116284
-0.0010779288637560438,-3.266451102291042,0.011751155318719618
-0.0010737834207397833,-3.2538891537569192,0.011679301993872319
-0.0010696379777235228,-3.2413272052227966,0.011607316810248876
-0.0010654925347072623,-3.2287652566886735,0.011535197906683779
-0.0010613470916910016,-3.2162033081545505,0.01146294338690285
-0.0010572016486747411,-3.203641359620428,0.011390551318722533
-0.0010530562056584804,-3.1910794110863043,0.011318019733228723
-0.00104891076264222,-3.1785174625521817,0.011245346623934584
-0.0010447653196259594,-3.1659555140180586,0.011172529945916759
-0.001040619876609699,-3.153393565483936,0.011099567614929534
-0.0010364744335934384,-3.1408316169498134,0.011026457506496216
-0.001032328990577178,-3.1282696684156908,0.010953197454977305
-0.0010281835475609172,-3.1157077198815673,0.010879785252614673
-0.0010240381045446567,-3.1031457713474446,0.010806218648551405
-0.001019892661528396,-3.090583822813321,0.010732495347826302
-0.0010157472185121355,-3.0780218742791985,0.010658613010342875
-0.001011601775495875,-3.065459925745076,0.010584569249811713
-0.0010074563324796145,-3.052897977210953,0.010510361632666025
-0.001003310889463354,-3.04033602867683,0.010435987676949188
-0.0009991654464470935,-3.0277740801427075,0.010361444851174188
-0.0009950200034308328,-3.015212131608584,0.010286730573153744
-0.0009908745604145723,-3.0026501830744614,0.010211842208800797
-0.0009867291173983115,-2.990088234540338,0.010136777070898348
-0.000982583674382051,-2.9775262860062153,0.010061532417838288
-0.0009784382313657906,-2.9649643374720926,0.00998610545232821
-0.00097429278834953,-2.95240238893797,0.009910493320065475
-0.0009701473453332694,-2.939840440403847,0.009834693108378067
-0.000966001902317009,-2.927278491869724,0.009758701844831316
-0.0009618564593007483,-2.9147165433356013,0.009682516495799525
-0.0009577110162844878,-2.902154594801478,0.009606133965002393
-0.0009535655732682272,-2.889592646267355,0.009529551092004795
-0.0009494201302519667,-2.8770306977332325,0.009452764650679669
-0.0009452746872357061,-2.8644687491991094,0.009375771347633082
-0.0009411292442194456,-2.851906800664987,0.009298567820590702
-0.000936983801203185,-2.8393448521308637,0.009221150636745251
-0.0009328383581869245,-2.826782903596741,0.009143516291063875
-0.0009286929151706639,-2.814220955062618,0.009065661204555072
-0.0009245474721544034,-2.8016590065284954,0.008987581722494194
-0.0009204020291381428,-2.7890970579943724,0.00890927411260739
-0.0009162565861218823,-2.7765351094602493,0.008830734563212744
-0.0009121111431056217,-2.763973160926126,0.00875195918131872
-0.0009079657000893612,-2.7514112123920036,0.00867294399067886
