m,root_index,real_omega,imag_omega,real_omega_over_Omega,imag_omega_over_Omega,abs_residual,normalized_residual,root_class
21,5,5.672418176727087121e-07,-2.818057243136184789e-05,1.134483635345417442e-02,-5.636114486272368884e-01,7.481214006164288768e-47,3.369239261044041770e-31,complex_damped
21,6,-8.937062533243549805e-06,0.000000000000000000e+00,-1.787412506648709820e-01,0.000000000000000000e+00,5.473822126268816683e-48,2.465190328815661892e-32,real_negative
21,7,8.499135973322990200e-06,0.000000000000000000e+00,1.699827194664597918e-01,0.000000000000000000e+00,1.026341648675403128e-48,4.622231866529366047e-33,real_positive
22,0,2.236467924332160087e-03,0.000000000000000000e+00,4.472935848664319991e+01,0.000000000000000000e+00,1.024805675702016892e-36,4.615288387833377589e-21,real_positive
22,1,-2.237567516443943801e-03,0.000000000000000000e+00,-4.475135032887887121e+01,0.000000000000000000e+00,6.103758276820355401e-37,2.748872768453689641e-21,real_negative
22,2,9.149611329811931928e-05,0.000000000000000000e+00,1.829922265962386385e+00,0.000000000000000000e+00,1.457405141119072442e-46,6.563569250471524625e-31,real_positive
22,3,-9.107159226590104569e-05,0.000000000000000000e+00,-1.821431845318020937e+00,0.000000000000000000e+00,4.717750445077936379e-45,2.124685914647942821e-29,real_negative
22,4,5.497110696048498464e-07,2.818276022831639043e-05,1.099422139209699570e-02,5.636552045663277832e-01,8.271169161806658728e-47,3.725003435503079722e-31,complex_unstable
22,5,5.497110696048498464e-07,-2.818276022831639043e-05,1.099422139209699570e-02,-5.636552045663277832e-01,8.271169161806658728e-47,3.725003435503079722e-31,complex_damped
22,6,-8.930252720675284613e-06,0.000000000000000000e+00,-1.786050544135056872e-01,0.000000000000000000e+00,2.394797180242607299e-48,1.078520768856852078e-32,real_negative
22,7,8.505901661030445060e-06,0.000000000000000000e+00,1.701180332206088941e-01,0.000000000000000000e+00,1.026341648675403128e-48,4.622231866529366047e-33,real_positive
23,0,2.322535783007477136e-03,0.000000000000000000e+00,4.645071566014954101e+01,0.000000000000000000e+00,7.164170329782774736e-37,3.226430832399928672e-21,real_positive
23,1,-2.323601731805268085e-03,0.000000000000000000e+00,-4.647203463610536289e+01,0.000000000000000000e+00,4.608337163709990278e-37,2.075394646047623530e-21,real_negative
23,2,9.148950184288166744e-05,0.000000000000000000e+00,1.829790036857633195e+00,0.000000000000000000e+00,1.136365473413406343e-44,5.117735122621166110e-29,real_positive
23,3,-9.107801140028244917e-05,0.000000000000000000e+00,-1.821560228005648874e+00,0.000000000000000000e+00,5.364003569860548549e-45,2.415732447843729572e-29,real_negative
23,4,5.328970007387906439e-07,2.818472118694376844e-05,1.065794001477581195e-02,5.636944237388753498e-01,5.294813351855337317e-47,2.384571943841201969e-31,complex_unstable
23,5,5.328970007387906439e-07,-2.818472118694376844e-05,1.065794001477581195e-02,-5.636944237388753498e-01,5.294813351855337317e-47,2.384571943841201969e-31,complex_damped
23,6,-8.923724500841568886e-06,0.000000000000000000e+00,-1.784744900168313830e-01,0.000000000000000000e+00,1.026341648675403128e-47,4.622231866529366047e-32,real_negative
23,7,8.512388854556267320e-06,0.000000000000000000e+00,1.702477770911253463e-01,0.000000000000000000e+00,1.026341648675403128e-48,4.622231866529366047e-33,real_positive
24,0,2.409148786428854175e-03,0.000000000000000000e+00,4.818297572857708388e+01,0.000000000000000000e+00,5.770110964405750743e-37,2.598600352040299404e-21,real_positive
24,1,-2.410182539161094973e-03,0.000000000000000000e+00,-4.820365078322189589e+01,0.000000000000000000e+00,1.241151189894493050e-36,5.589590632861190671e-21,real_negative
24,2,9.148318002810660351e-05,0.000000000000000000e+00,1.829663600562132064e+00,0.000000000000000000e+00,6.754696503815719787e-45,3.042044865758432607e-29,real_positive
24,3,-9.108415487567714036e-05,0.000000000000000000e+00,-1.821683097513542737e+00,0.000000000000000000e+00,6.698589827021464416e-45,3.016776664888074876e-29,real_negative
24,4,5.168057907988358278e-07,2.818648387148636026e-05,1.033611581597671664e-02,5.637296774297271273e-01,2.326625944390901610e-48,1.047819173618939010e-32,complex_unstable
24,5,5.168057907988358278e-07,-2.818648387148636026e-05,1.033611581597671664e-02,-5.637296774297271273e-01,2.326625944390901610e-48,1.047819173618939010e-32,complex_damped
24,6,-8.917479641482016709e-06,0.000000000000000000e+00,-1.783495928296403299e-01,0.000000000000000000e+00,4.789594360485214598e-48,2.157041537713704155e-32,real_negative
24,7,8.518595639695117604e-06,0.000000000000000000e+00,1.703719127939023470e-01,0.000000000000000000e+00,4.789594360485214598e-48,2.157041537713704155e-32,real_positive
25,0,2.496250144773264328e-03,0.000000000000000000e+00,4.992500289546528336e+01,0.000000000000000000e+00,1.569049056610668092e-36,7.066272631983426176e-21,real_positive
25,1,-2.497253133452923251e-03,0.000000000000000000e+00,-4.994506266905846559e+01,0.000000000000000000e+00,2.121470979477937500e-36,9.554125592646758219e-21,real_negative
25,2,9.147714398919854005e-05,0.000000000000000000e+00,1.829542879783970788e+00,0.000000000000000000e+00,3.591511542598127346e-45,1.617473004494122629e-29,real_positive
25,3,-9.109002570911704246e-05,0.000000000000000000e+00,-1.821800514182340791e+00,0.000000000000000000e+00,7.822776046203922643e-45,3.523065128668568455e-29,real_negative
25,4,5.014298955814784837e-07,2.818807279013145795e-05,1.002859791162956891e-02,5.637614558026291522e-01,6.919163417862192225e-47,3.116114179039972765e-31,complex_unstable
25,5,5.014298955814784837e-07,-2.818807279013145795e-05,1.002859791162956891e-02,-5.637614558026291522e-01,6.919163417862192225e-47,3.116114179039972765e-31,complex_damped
25,6,-8.911514688915744321e-06,0.000000000000000000e+00,-1.782302937783148689e-01,0.000000000000000000e+00,1.368455531567204171e-48,6.162975822039154730e-33,real_negative
25,7,8.524525297329721174e-06,0.000000000000000000e+00,1.704905059465944284e-01,0.000000000000000000e+00,6.842277657836020854e-49,3.081487911019577365e-33,real_positive
26,0,2.583790433020432750e-03,0.000000000000000000e+00,5.167580866040865573e+01,0.000000000000000000e+00,3.222429653292060339e-36,1.451227294460467530e-20,real_positive
26,1,-2.584764055800987774e-03,0.000000000000000000e+00,-5.169528111601974985e+01,0.000000000000000000e+00,3.319566118914683011e-36,1.494972814922727615e-20,real_negative
26,2,9.147138632066854880e-05,0.000000000000000000e+00,1.829427726413370925e+00,0.000000000000000000e+00,7.485451757672606814e-46,3.371147774655297826e-30,real_positive
26,3,-9.109563041161159271e-05,0.000000000000000000e+00,-1.821912608232231667e+00,0.000000000000000000e+00,6.651378111182395872e-45,2.995514398302026900e-29,real_negative
26,4,4.867524554633165925e-07,2.818950900405930681e-05,9.735049109266331185e-03,5.637901800811860875e-01,4.945409717800138379e-47,2.227214536227912860e-31,complex_unstable
26,5,4.867524554633165925e-07,-2.818950900405930681e-05,9.735049109266331185e-03,-5.637901800811860875e-01,4.945409717800138379e-47,2.227214536227912860e-31,complex_damped
26,6,-8.905822662723635253e-06,0.000000000000000000e+00,-1.781164532544727008e-01,0.000000000000000000e+00,2.736911063134408342e-48,1.232595164407830946e-32,real_negative
26,7,8.530184623294830037e-06,0.000000000000000000e+00,1.706036924658966003e-01,0.000000000000000000e+00,2.736911063134408342e-48,1.232595164407830946e-32,real_positive
27,0,2.671726475788008953e-03,0.000000000000000000e+00,5.343452951576017540e+01,0.000000000000000000e+00,1.077942018739118142e-36,4.854505593046525103e-21,real_positive
27,1,-2.672672084740589614e-03,0.000000000000000000e+00,-5.345344169481178653e+01,0.000000000000000000e+00,2.199979604401237033e-36,9.907594739284325430e-21,real_negative
27,2,9.146589732178265282e-05,0.000000000000000000e+00,1.829317946435653042e+00,0.000000000000000000e+00,4.120419605548851758e-45,1.855672020015919144e-29,real_positive
27,3,-9.110097778582105198e-05,0.000000000000000000e+00,-1.822019555716420935e+00,0.000000000000000000e+00,7.793354252275227753e-46,3.509814730651167597e-30,real_negative
27,4,4.727504944947597134e-07,2.819081064796310327e-05,9.455009889895194322e-03,5.638162129592619864e-01,4.387902302176272896e-47,1.976135517301919540e-31,complex_unstable
27,5,4.727504944947597134e-07,-2.819081064796310327e-05,9.455009889895194322e-03,-5.638162129592619864e-01,4.387902302176272896e-47,1.976135517301919540e-31,complex_damped
27,6,-8.900394283056209171e-06,0.000000000000000000e+00,-1.780078856611241878e-01,0.000000000000000000e+00,1.300032754988843962e-47,5.854827030937196993e-32,real_negative
27,7,8.535582710685234647e-06,0.000000000000000000e+00,1.707116542137046833e-01,0.000000000000000000e+00,1.368455531567204171e-48,6.162975822039154730e-33,real_positive
28,0,2.760020421121820756e-03,0.000000000000000000e+00,5.520040842243641066e+01,0.000000000000000000e+00,1.429928328234799332e-36,6.439629104869726958e-21,real_positive
28,1,-2.760939314635070616e-03,0.000000000000000000e+00,-5.521878629270140948e+01,0.000000000000000000e+00,2.439055406335415174e-38,1.098419463441116391e-22,real_negative
28,2,9.146066589243835262e-05,0.000000000000000000e+00,1.829213317848767062e+00,0.000000000000000000e+00,1.202256607258367224e-44,5.414482408452280785e-29,real_positive
28,3,-9.110607805772931184e-05,0.000000000000000000e+00,-1.822121561154586233e+00,0.000000000000000000e+00,7.955516232765941447e-45,3.582845994142320230e-29,real_negative
28,4,4.593972310969052395e-07,2.819199337183365175e-05,9.187944621938105155e-03,5.638398674366730257e-01,9.987121841570071641e-47,4.497799820419869892e-31,complex_unstable
28,5,4.593972310969052395e-07,-2.819199337183365175e-05,9.187944621938105155e-03,-5.638398674366730257e-01,9.987121841570071641e-47,4.497799820419869892e-31,complex_damped
28,6,-8.895218855160169142e-06,0.000000000000000000e+00,-1.779043771032033650e-01,0.000000000000000000e+00,5.473822126268816683e-48,2.465190328815661892e-32,real_negative
28,7,8.540730071506805806e-06,0.000000000000000000e+00,1.708146014301361038e-01,0.000000000000000000e+00,2.052683297350806256e-48,9.244463733058732095e-33,real_positive
29,0,-2.849532387067312336e-03,0.000000000000000000e+00,-5.699064774134624400e+01,0.000000000000000000e+00,8.775479077527826515e-37,3.951969549003751890e-21,real_negative
29,1,2.848638968569477351e-03,0.000000000000000000e+00,5.697277937138954229e+01,0.000000000000000000e+00,1.909195538392162352e-36,8.597916093583558014e-21,real_positive
29,2,-9.111094225335535091e-05,0.000000000000000000e+00,-1.822218845067106852e+00,0.000000000000000000e+00,1.319806937419990063e-44,5.943882031565410545e-29,real_negative
29,3,9.145568017315327148e-05,0.000000000000000000e+00,1.829113603463065285e+00,0.000000000000000000e+00,1.296406347830190871e-44,5.838495145008542121e-29,real_positive
29,4,4.466637368584222090e-07,2.819307071433374768e-05,8.933274737168444071e-03,5.638614142866749113e-01,1.029501693665343374e-46,4.636463443968533192e-31,complex_unstable
29,5,4.466637368584222090e-07,-2.819307071433374768e-05,8.933274737168444071e-03,-5.638614142866749113e-01,1.029501693665343374e-46,4.636463443968533192e-31,complex_damped
29,6,-8.890284902767919969e-06,0.000000000000000000e+00,-1.778056980553583966e-01,0.000000000000000000e+00,5.473822126268816683e-48,2.465190328815661892e-32,real_negative
29,7,8.545638007088756651e-06,0.000000000000000000e+00,1.709127601417751163e-01,0.000000000000000000e+00,1.368455531567204171e-48,6.162975822039154730e-33,real_positive
30,0,2.937552723549457286e-03,0.000000000000000000e+00,5.875105447098914624e+01,0.000000000000000000e+00,1.110000427426615068e-36,4.998747564399423210e-21,real_positive
30,1,-2.938421847570255822e-03,0.000000000000000000e+00,-5.876843695140511414e+01,0.000000000000000000e+00,3.180018663698371584e-36,1.432081331689858241e-20,real_negative
30,2,9.145092799804651717e-05,0.000000000000000000e+00,1.829018559960930324e+00,0.000000000000000000e+00,1.040847277310015492e-44,4.687559410242766409e-29,real_positive
30,3,-9.111558175509140386e-05,0.000000000000000000e+00,-1.822311635101828031e+00,0.000000000000000000e+00,1.172355853893623813e-44,5.279821386740706197e-29,real_negative
30,4,4.345201174071847818e-07,2.819405441761473004e-05,8.690402348143696012e-03,5.638810883522945572e-01,1.643924178016466630e-46,7.403576315540304545e-31,complex_unstable
30,5,4.345201174071847818e-07,-2.819405441761473004e-05,8.690402348143696012e-03,-5.638810883522945572e-01,1.643924178016466630e-46,7.403576315540304545e-31,complex_damped
30,6,-8.885580617664289390e-06,0.000000000000000000e+00,-1.777116123532857805e-01,0.000000000000000000e+00,6.842277657836020854e-49,3.081487911019577365e-33,real_negative
30,7,8.550318160693104957e-06,0.000000000000000000e+00,1.710063632138620893e-01,0.000000000000000000e+00,4.789594360485214598e-48,2.157041537713704155e-32,real_positive
