========================================================================================================================
                                 SWMHD VARIABLE-DEPTH BRANCH CLASSIFICATION REPORT
========================================================================================================================
Parameters: Omega=5.0e-05 rad/s, H0=500.0 m, g=9.81 m/s^2, B0=5.0e-04 T, rho0=1000.0 kg/m^3, C=0.0
Domain: r1=5.0e+05 m, r2=1.0e+06 m, N_col=64
------------------------------------------------------------------------------------------------------------------------
  m |   omega [s^-1] |  hat_omega |       Branch |   n | WKB Pred [s^-1] | Abs Error [s^-1] |  ODE L2 Residual
 16 |  -2.723008e-03 |   -27.2301 |          MP- |   4 |  -2.721112e-03 |    1.896302e-06 |     2.256670e-15
 17 |  -2.784380e-03 |   -27.8438 |          MP- |   4 |  -2.781962e-03 |    2.418058e-06 |     4.103713e-15
 18 |  -2.848561e-03 |   -28.4856 |          MP- |   4 |  -2.845445e-03 |    3.115929e-06 |     3.293655e-15
 19 |  -2.915517e-03 |   -29.1552 |          MP- |   4 |  -2.911486e-03 |    4.030487e-06 |     1.668155e-15
 20 |  -2.985234e-03 |   -29.8523 |          MP- |   4 |  -2.980030e-03 |    5.204155e-06 |     1.688948e-15
 21 |  -3.057726e-03 |   -30.5773 |          MP- |   4 |  -3.051057e-03 |    6.668978e-06 |     2.746704e-15
 22 |  -3.133023e-03 |   -31.3302 |          MP- |   4 |  -3.124607e-03 |    8.415449e-06 |     1.218661e-15
 23 |  -3.211148e-03 |   -32.1115 |          MP- |   4 |  -3.200837e-03 |    1.031050e-05 |     4.730865e-15
 24 |  -3.059547e-03 |   -30.5955 |          MP- |   4 |  -3.090341e-03 |    3.079401e-05 |     1.900683e-15
 25 |  -3.150535e-03 |   -31.5053 |          MP- |   4 |  -3.175398e-03 |    2.486313e-05 |     6.784450e-16
 26 |  -3.240960e-03 |   -32.4096 |          MP- |   4 |  -3.260080e-03 |    1.911999e-05 |     2.467203e-15
 27 |  -3.330433e-03 |   -33.3043 |          MP- |   4 |  -3.344373e-03 |    1.393931e-05 |     1.954203e-15
 28 |  -3.418787e-03 |   -34.1879 |          MP- |   4 |  -3.428751e-03 |    9.964521e-06 |     1.711383e-15
 29 |  -3.506029e-03 |   -35.0603 |          MP- |   4 |  -3.512760e-03 |    6.731409e-06 |     2.143658e-15
 30 |  -3.592276e-03 |   -35.9228 |          MP- |   4 |  -3.596643e-03 |    4.367335e-06 |     8.527784e-16
  1 |   8.534009e-06 |     0.0853 |            R |   1 |   8.480085e-06 |    5.392350e-08 |     2.507439e-13
  2 |   7.245997e-06 |     0.0725 |            R |   1 |   6.915817e-06 |    3.301798e-07 |     9.260888e-14
  3 |   8.263191e-06 |     0.0826 |            R |   1 |   6.916042e-06 |    1.347149e-06 |     3.652973e-13
  4 |   8.263058e-06 |     0.0826 |            R |   1 |   6.916262e-06 |    1.346796e-06 |     3.509781e-14
  5 |  -7.009434e-06 |    -0.0701 |            R |   1 |   6.916472e-06 |    1.392591e-05 |     1.531365e-12
  6 |  -7.009445e-06 |    -0.0701 |            R |   1 |   6.916668e-06 |    1.392611e-05 |     1.468516e-12
  7 |  -7.009457e-06 |    -0.0701 |            R |   1 |   6.916818e-06 |    1.392627e-05 |     1.663787e-12
  8 |  -7.009468e-06 |    -0.0701 |            R |   1 |   6.916935e-06 |    1.392640e-05 |     1.949932e-11
  9 |   8.262392e-06 |     0.0826 |            R |   1 |   6.917065e-06 |    1.345327e-06 |     6.521296e-12
 10 |  -7.009490e-06 |    -0.0701 |            R |   1 |   6.917185e-06 |    1.392667e-05 |     5.014284e-13
 11 |  -7.009501e-06 |    -0.0701 |            R |   1 |   6.917268e-06 |    1.392677e-05 |     3.250326e-13
 12 |  -7.009513e-06 |    -0.0701 |            R |   1 |   6.917361e-06 |    1.392687e-05 |     5.924528e-13
 13 |  -7.009524e-06 |    -0.0701 |            R |   1 |   6.917449e-06 |    1.392697e-05 |     2.313677e-11
 14 |   8.261728e-06 |     0.0826 |            R |   1 |   6.917541e-06 |    1.344187e-06 |     2.269397e-12
 15 |  -7.009546e-06 |    -0.0701 |            R |   1 |   8.383544e-06 |    1.539309e-05 |     7.379300e-11
 16 |  -7.009557e-06 |    -0.0701 |            R |   1 |   8.400916e-06 |    1.541047e-05 |     4.072894e-13
 17 |   8.350471e-06 |     0.0835 |            R |   1 |   8.416750e-06 |    6.627868e-08 |     6.763486e-12
 18 |  -7.009580e-06 |    -0.0701 |            R |   1 |   8.431213e-06 |    1.544079e-05 |     5.193542e-13
 19 |  -7.009591e-06 |    -0.0701 |            R |   1 |   8.444453e-06 |    1.545404e-05 |     5.885701e-13
 20 |  -8.537119e-06 |    -0.0854 |            R |   1 |   8.456605e-06 |    1.699372e-05 |     1.018204e-12
 21 |   8.349923e-06 |     0.0835 |            R |   1 |   8.467785e-06 |    1.178616e-07 |     2.938308e-14
 22 |  -8.995476e-06 |    -0.0900 |            R |   1 |   8.478097e-06 |    1.747357e-05 |     3.625817e-14
 23 |   8.349650e-06 |     0.0835 |            R |   1 |   8.487633e-06 |    1.379828e-07 |     8.103064e-14
 24 |   8.349514e-06 |     0.0835 |            R |   1 |   8.496472e-06 |    1.469575e-07 |     5.144153e-13
 25 |   8.349378e-06 |     0.0835 |            R |   1 |   8.504683e-06 |    1.553048e-07 |     1.301740e-14
 26 |   8.530340e-06 |     0.0853 |            R |   1 |   8.512329e-06 |    1.801102e-08 |     2.972067e-13
 27 |   8.530195e-06 |     0.0853 |            R |   1 |   8.519463e-06 |    1.073253e-08 |     4.018603e-13
 28 |   9.166945e-06 |     0.0917 |            R |   1 |   8.526133e-06 |    6.408126e-07 |     4.318553e-11
 29 |   8.529907e-06 |     0.0853 |            R |   1 |   8.532382e-06 |    2.474723e-09 |     1.303617e-13
 30 |  -9.596186e-06 |    -0.0960 |            R |   1 |   9.155805e-06 |    1.875199e-05 |     1.998518e-11
  1 |   8.991834e-06 |     0.0899 |            R |   2 |   8.656242e-06 |    3.355918e-07 |     1.420965e-13
  2 |   8.352545e-06 |     0.0835 |            R |   2 |   8.598783e-06 |    2.462377e-07 |     1.523840e-13
  3 |  -7.009412e-06 |    -0.0701 |            R |   2 |   8.548509e-06 |    1.555792e-05 |     1.411027e-12
  4 |  -7.009423e-06 |    -0.0701 |            R |   2 |   8.507258e-06 |    1.551668e-05 |     8.177478e-13
  5 |   8.352129e-06 |     0.0835 |            R |   2 |   8.475528e-06 |    1.233990e-07 |     1.176867e-12
  6 |  -8.264395e-06 |    -0.0826 |            R |   2 |   8.452769e-06 |    1.671716e-05 |     3.499615e-13
  7 |   8.351851e-06 |     0.0835 |            R |   2 |   8.437816e-06 |    8.596521e-08 |     4.044098e-12
  8 |   8.351713e-06 |     0.0835 |            R |   2 |   8.429258e-06 |    7.754534e-08 |     4.432280e-14
  9 |   8.351574e-06 |     0.0835 |            R |   2 |   8.425699e-06 |    7.412469e-08 |     3.998759e-14
 10 |   8.262259e-06 |     0.0826 |            R |   2 |   8.012560e-06 |    2.496989e-07 |     6.129540e-14
 11 |   8.262126e-06 |     0.0826 |            R |   2 |   8.016386e-06 |    2.457399e-07 |     7.666077e-14
 12 |   8.261993e-06 |     0.0826 |            R |   2 |   8.018657e-06 |    2.433361e-07 |     7.963564e-14
 13 |  -8.994057e-06 |    -0.0899 |            R |   2 |   8.020179e-06 |    1.701424e-05 |     1.270876e-13
 14 |  -7.009535e-06 |    -0.0701 |            R |   2 |   9.065139e-06 |    1.607467e-05 |     3.914387e-11
 15 |  -8.536380e-06 |    -0.0854 |            R |   2 |   8.512903e-06 |    1.704928e-05 |     1.609356e-11
 16 |  -8.536528e-06 |    -0.0854 |            R |   2 |   8.787654e-06 |    1.732418e-05 |     3.986858e-12
 17 |  -7.009569e-06 |    -0.0701 |            R |   2 |   8.877560e-06 |    1.588713e-05 |     6.281251e-11
 18 |  -8.994847e-06 |    -0.0899 |            R |   2 |   8.785564e-06 |    1.778041e-05 |     1.209160e-13
 19 |  -8.536972e-06 |    -0.0854 |            R |   2 |   8.875218e-06 |    1.741219e-05 |     4.165439e-13
 20 |  -9.818888e-06 |    -0.0982 |            R |   2 |   9.016355e-06 |    1.883524e-05 |     3.194692e-12
 21 |   8.260805e-06 |     0.0826 |            R |   2 |   8.200521e-06 |    6.028400e-08 |     1.983787e-11
 22 |  -6.962976e-06 |    -0.0696 |            R |   2 |   8.379688e-06 |    1.534266e-05 |     7.276661e-11
 23 |  -6.962982e-06 |    -0.0696 |            R |   2 |   8.836979e-06 |    1.579996e-05 |     7.443966e-11
 24 |  -6.962987e-06 |    -0.0696 |            R |   2 |   8.562767e-06 |    1.552575e-05 |     9.368126e-12
 25 |   8.260281e-06 |     0.0826 |            R |   2 |   8.116032e-06 |    1.442492e-07 |     1.244387e-11
 26 |  -8.538002e-06 |    -0.0854 |            R |   2 |   8.839315e-06 |    1.737732e-05 |     1.317497e-13
 27 |  -8.538149e-06 |    -0.0854 |            R |   2 |   9.140732e-06 |    1.767888e-05 |     1.789562e-14
 28 |   8.530051e-06 |     0.0853 |            R |   2 |   8.503027e-06 |    2.702426e-08 |     8.688910e-13
 29 |   8.259760e-06 |     0.0826 |            R |   2 |   8.233460e-06 |    2.629993e-08 |     4.311667e-12
 30 |   8.259630e-06 |     0.0826 |            R |   2 |   8.145757e-06 |    1.138727e-07 |     3.289974e-12
  1 |   7.009368e-06 |     0.0701 |            R |   3 |   8.289409e-06 |    1.280042e-06 |     5.370931e-13
  2 |   8.263325e-06 |     0.0826 |            R |   3 |   8.327431e-06 |    6.410651e-08 |     1.167313e-13
  3 |   8.352406e-06 |     0.0835 |            R |   3 |   8.416767e-06 |    6.436120e-08 |     1.853963e-13
  4 |   9.669105e-06 |     0.0967 |            R |   3 |   8.836342e-06 |    8.327631e-07 |     5.179982e-12
  5 |  -8.089854e-06 |    -0.0809 |            R |   3 |   9.018785e-06 |    1.710864e-05 |     1.866210e-12
  6 |   8.351990e-06 |     0.0835 |            R |   3 |   8.149289e-06 |    2.027005e-07 |     2.336196e-12
  7 |   8.262658e-06 |     0.0826 |            R |   3 |   8.148856e-06 |    1.138016e-07 |     8.421591e-14
  8 |   8.262525e-06 |     0.0826 |            R |   3 |   8.148471e-06 |    1.140538e-07 |     1.714919e-12
  9 |  -7.009479e-06 |    -0.0701 |            R |   3 |   8.504715e-06 |    1.551419e-05 |     5.616045e-13
 10 |   8.351436e-06 |     0.0835 |            R |   3 |   8.117600e-06 |    2.338360e-07 |     5.918996e-14
 11 |  -7.764489e-06 |    -0.0776 |            R |   3 |   8.383349e-06 |    1.614784e-05 |     1.129165e-13
 12 |  -9.593734e-06 |    -0.0959 |            R |   3 |   8.931443e-06 |    1.852518e-05 |     4.181513e-13
 13 |  -9.173359e-06 |    -0.0917 |            R |   3 |   8.749175e-06 |    1.792253e-05 |     2.593577e-13
 14 |   8.350884e-06 |     0.0835 |            R |   3 |   8.206846e-06 |    1.440383e-07 |     3.356155e-14
 15 |  -9.514179e-06 |    -0.0951 |            R |   3 |   8.750422e-06 |    1.826460e-05 |     3.548856e-12
 16 |   8.261464e-06 |     0.0826 |            R |   3 |   8.207694e-06 |    5.376945e-08 |     5.140055e-12
 17 |   9.168648e-06 |     0.0917 |            R |   3 |   8.934354e-06 |    2.342937e-07 |     7.631995e-12
 18 |  -9.594558e-06 |    -0.0959 |            R |   3 |   8.843192e-06 |    1.843775e-05 |     2.752246e-12
 19 |  -9.594695e-06 |    -0.0959 |            R |   3 |   8.934919e-06 |    1.852961e-05 |     2.995181e-12
 20 |  -6.962965e-06 |    -0.0696 |            R |   3 |   7.589326e-06 |    1.455229e-05 |     1.281762e-12
 21 |  -6.962971e-06 |    -0.0696 |            R |   3 |   8.774314e-06 |    1.573728e-05 |     1.422329e-12
 22 |   8.260674e-06 |     0.0826 |            R |   3 |   7.588851e-06 |    6.718228e-07 |     2.034792e-11
 23 |   9.167716e-06 |     0.0917 |            R |   3 |   9.047294e-06 |    1.204218e-07 |     2.297773e-11
 24 |   8.260412e-06 |     0.0826 |            R |   3 |   7.734154e-06 |    5.262580e-07 |     1.565905e-11
 25 |  -6.962992e-06 |    -0.0696 |            R |   3 |   8.550488e-06 |    1.551348e-05 |     1.936832e-12
 26 |   8.260150e-06 |     0.0826 |            R |   3 |   8.141203e-06 |    1.189473e-07 |     9.637621e-12
 27 |   8.260020e-06 |     0.0826 |            R |   3 |   8.141037e-06 |    1.189827e-07 |     7.388773e-12
 28 |   8.259890e-06 |     0.0826 |            R |   3 |   8.140728e-06 |    1.191621e-07 |     5.646166e-12
 29 |   9.166792e-06 |     0.0917 |            R |   3 |   8.680220e-06 |    4.865723e-07 |     4.807532e-11
 30 |  -6.963020e-06 |    -0.0696 |            R |   3 |   8.140385e-06 |    1.510340e-05 |     3.624505e-12
  1 |   9.591934e-06 |     0.0959 |            R |   4 |   9.225949e-06 |    3.659848e-07 |     5.433678e-13
  2 |  -7.009401e-06 |    -0.0701 |            R |   4 |   8.844984e-06 |    1.585438e-05 |     6.601225e-13
  3 |  -7.922276e-06 |    -0.0792 |            R |   4 |   8.672243e-06 |    1.659452e-05 |     1.485765e-13
  4 |   8.352267e-06 |     0.0835 |            R |   4 |   8.229808e-06 |    1.224597e-07 |     5.071754e-13
  5 |   8.262924e-06 |     0.0826 |            R |   4 |   8.229680e-06 |    3.324476e-08 |     2.936423e-14
  6 |   8.262791e-06 |     0.0826 |            R |   4 |   7.811625e-06 |    4.511660e-07 |     4.722770e-14
  7 |   9.170214e-06 |     0.0917 |            R |   4 |   8.589946e-06 |    5.802684e-07 |     4.063467e-14
  8 |   9.170057e-06 |     0.0917 |            R |   4 |   8.479025e-06 |    6.910319e-07 |     1.062812e-13
  9 |   9.169900e-06 |     0.0917 |            R |   4 |   9.027440e-06 |    1.424604e-07 |     2.459130e-13
 10 |  -8.535640e-06 |    -0.0854 |            R |   4 |   8.298895e-06 |    1.683453e-05 |     1.130466e-12
 11 |  -9.593596e-06 |    -0.0959 |            R |   4 |   9.543137e-06 |    1.913673e-05 |     1.309399e-13
 12 |  -8.993898e-06 |    -0.0899 |            R |   4 |   8.754496e-06 |    1.774839e-05 |     2.691450e-12
 13 |  -8.981903e-05 |    -0.8982 |            R |   4 |   9.543455e-06 |    9.936248e-05 |     5.259993e-12
 14 |  -8.536232e-06 |    -0.0854 |            R |   4 |   9.206522e-06 |    1.774275e-05 |     5.219173e-11
 15 |  -9.594147e-06 |    -0.0959 |            R |   4 |   9.028351e-06 |    1.862250e-05 |     3.817589e-12
 16 |  -9.671749e-06 |    -0.0967 |            R |   4 |   9.206866e-06 |    1.887861e-05 |     1.618380e-13
 17 |  -9.594421e-06 |    -0.0959 |            R |   4 |   9.207024e-06 |    1.880145e-05 |     2.590184e-12
 18 |   8.261200e-06 |     0.0826 |            R |   4 |   8.124968e-06 |    1.362315e-07 |     1.041343e-11
 19 |  -9.953252e-06 |    -0.0995 |            R |   4 |   8.938736e-06 |    1.889199e-05 |     5.351995e-13
 20 |   8.260936e-06 |     0.0826 |            R |   4 |   8.125399e-06 |    1.355368e-07 |     1.734777e-11
 21 |  -9.819004e-06 |    -0.0982 |            R |   4 |   9.207888e-06 |    1.902689e-05 |     1.332562e-11
 22 |  -9.672533e-06 |    -0.0967 |            R |   4 |   9.208159e-06 |    1.888069e-05 |     2.027561e-11
 23 |  -1.007476e-05 |    -0.1007 |            R |   4 |   9.208311e-06 |    1.928307e-05 |     4.300797e-12
 24 |  -9.595376e-06 |    -0.0960 |            R |   4 |   9.208467e-06 |    1.880384e-05 |     5.589193e-12
 25 |  -8.537855e-06 |    -0.0854 |            R |   4 |   9.208501e-06 |    1.774636e-05 |     1.863376e-13
 26 |  -6.962998e-06 |    -0.0696 |            R |   4 |   7.178246e-06 |    1.414124e-05 |     7.064955e-13
 27 |  -6.963003e-06 |    -0.0696 |            R |   4 |   7.585589e-06 |    1.454859e-05 |     6.147905e-11
 28 |  -6.963009e-06 |    -0.0696 |            R |   4 |   9.546172e-06 |    1.650918e-05 |     1.056973e-10
 29 |  -6.963014e-06 |    -0.0696 |            R |   4 |   9.546290e-06 |    1.650930e-05 |     4.764787e-11
 30 |  -8.538588e-06 |    -0.0854 |            R |   4 |   8.940576e-06 |    1.747916e-05 |     7.319463e-11
  1 |   8.972179e-04 |     8.9722 |          MS+ |   1 |   9.152247e-05 |    8.056955e-04 |     2.624499e-15
  2 |   9.289011e-05 |     0.9289 |          MS+ |   1 |   9.171051e-05 |    1.179600e-06 |     1.226830e-11
  3 |   9.289013e-05 |     0.9289 |          MS+ |   1 |   9.182382e-05 |    1.066305e-06 |     4.481442e-12
  4 |   3.458262e-04 |     3.4583 |          MS+ |   1 |   9.187302e-05 |    2.539532e-04 |     6.624720e-15
  5 |   9.289018e-05 |     0.9289 |          MS+ |   1 |   9.188004e-05 |    1.010138e-06 |     1.804850e-12
  6 |   5.095933e-04 |     5.0959 |          MS+ |   1 |   9.186368e-05 |    4.177296e-04 |     4.268945e-15
  7 |   9.289022e-05 |     0.9289 |          MS+ |   1 |   9.183619e-05 |    1.054028e-06 |     8.381279e-12
  8 |   9.289025e-05 |     0.9289 |          MS+ |   1 |   9.180459e-05 |    1.085656e-06 |     3.791368e-12
  9 |   9.303719e-05 |     0.9304 |          MS+ |   1 |   9.177254e-05 |    1.264655e-06 |     1.151568e-11
 10 |   9.289029e-05 |     0.9289 |          MS+ |   1 |   9.174182e-05 |    1.148470e-06 |     6.626970e-12
 11 |   9.033228e-04 |     9.0332 |          MS+ |   1 |   9.171322e-05 |    8.116096e-04 |     1.228581e-15
 12 |   9.808689e-04 |     9.8087 |          MS+ |   1 |   9.168697e-05 |    8.891819e-04 |     2.351788e-15
 13 |   1.058192e-03 |    10.5819 |          MS+ |   1 |   9.166305e-05 |    9.665286e-04 |     1.888618e-15
 15 |   8.261596e-06 |     0.0826 |          MS+ |   1 |   9.162161e-05 |    8.336001e-05 |     3.453937e-12
 16 |   8.350609e-06 |     0.0835 |          MS+ |   1 |   9.160370e-05 |    8.325309e-05 |     8.301368e-12
 18 |   8.350334e-06 |     0.0835 |          MS+ |   1 |   9.157254e-05 |    8.322220e-05 |     5.403204e-12
 19 |   8.261068e-06 |     0.0826 |          MS+ |   1 |   9.155895e-05 |    8.329788e-05 |     1.388658e-11
 22 |   8.349787e-06 |     0.0835 |          MS+ |   1 |   9.152450e-05 |    8.317471e-05 |     2.686329e-14
 23 |   9.289059e-05 |     0.9289 |          MS+ |   1 |   9.151475e-05 |    1.375840e-06 |     3.002726e-12
 24 |   9.289062e-05 |     0.9289 |          MS+ |   1 |   9.150573e-05 |    1.384886e-06 |     8.738173e-12
 25 |   9.289064e-05 |     0.9289 |          MS+ |   1 |   9.149736e-05 |    1.393284e-06 |     6.832442e-12
 26 |   9.289066e-05 |     0.9289 |          MS+ |   1 |   9.148956e-05 |    1.401100e-06 |     1.850492e-12
 27 |   9.289069e-05 |     0.9289 |          MS+ |   1 |   9.148230e-05 |    1.408389e-06 |     3.651181e-12
 28 |   9.289071e-05 |     0.9289 |          MS+ |   1 |   9.147551e-05 |    1.415201e-06 |     1.200798e-12
 29 |   9.289073e-05 |     0.9289 |          MS+ |   1 |   9.146915e-05 |    1.421580e-06 |     9.626876e-13
 30 |   9.289075e-05 |     0.9289 |          MS+ |   1 |   9.146319e-05 |    1.427565e-06 |     2.870338e-12
  1 |   4.737057e-04 |     4.7371 |          MS+ |   2 |   9.134392e-05 |    3.823618e-04 |     8.607775e-15
  2 |   9.173671e-05 |     0.9174 |          MS+ |   2 |   9.140184e-05 |    3.348730e-07 |     5.202679e-13
  3 |   9.173685e-05 |     0.9174 |          MS+ |   2 |   9.145277e-05 |    2.840810e-07 |     1.145172e-12
  4 |   9.289015e-05 |     0.9289 |          MS+ |   2 |   9.149473e-05 |    1.395423e-06 |     8.597297e-12
  5 |   9.173711e-05 |     0.9174 |          MS+ |   2 |   9.152712e-05 |    2.099881e-07 |     4.159034e-13
  6 |   9.289020e-05 |     0.9289 |          MS+ |   2 |   9.155042e-05 |    1.339779e-06 |     3.731041e-12
  7 |   9.173738e-05 |     0.9174 |          MS+ |   2 |   9.156576e-05 |    1.716234e-07 |     1.217679e-12
  8 |   9.173751e-05 |     0.9174 |          MS+ |   2 |   9.157454e-05 |    1.629691e-07 |     4.987119e-13
  9 |   9.289027e-05 |     0.9289 |          MS+ |   2 |   9.157820e-05 |    1.312070e-06 |     3.217697e-12
 10 |   9.169743e-06 |     0.0917 |          MS+ |   2 |   9.157799e-05 |    8.240825e-05 |     5.443703e-13
 11 |   9.289032e-05 |     0.9289 |          MS+ |   2 |   9.157498e-05 |    1.315340e-06 |     8.443003e-12
 12 |   8.351160e-06 |     0.0835 |          MS+ |   2 |   9.156999e-05 |    8.321883e-05 |     7.697878e-12
 13 |   8.261861e-06 |     0.0826 |          MS+ |   2 |   9.156368e-05 |    8.330182e-05 |     5.753962e-12
 14 |   9.264523e-05 |     0.9265 |          MS+ |   2 |   9.155653e-05 |    1.088694e-06 |     1.395206e-12
 15 |   8.350746e-06 |     0.0835 |          MS+ |   2 |   9.154890e-05 |    8.319815e-05 |     9.833305e-12
 16 |   9.168804e-06 |     0.0917 |          MS+ |   2 |   9.154103e-05 |    8.237223e-05 |     6.023232e-12
 17 |   8.261332e-06 |     0.0826 |          MS+ |   2 |   9.153312e-05 |    8.327179e-05 |     7.446928e-12
 18 |   9.168492e-06 |     0.0917 |          MS+ |   2 |   9.152529e-05 |    8.235680e-05 |     9.524083e-12
 19 |   8.350197e-06 |     0.0835 |          MS+ |   2 |   9.151763e-05 |    8.316743e-05 |     4.275927e-12
 20 |   8.350060e-06 |     0.0835 |          MS+ |   2 |   9.151019e-05 |    8.316013e-05 |     2.332625e-12
 21 |   9.168026e-06 |     0.0917 |          MS+ |   2 |   9.150301e-05 |    8.233499e-05 |     1.678270e-11
 22 |   9.167871e-06 |     0.0917 |          MS+ |   2 |   9.149611e-05 |    8.232824e-05 |     1.973851e-11
 23 |   9.173949e-05 |     0.9174 |          MS+ |   2 |   9.148950e-05 |    2.499923e-07 |     1.783656e-12
 24 |   9.173963e-05 |     0.9174 |          MS+ |   2 |   9.148318e-05 |    2.564450e-07 |     1.878689e-12
 25 |   9.173976e-05 |     0.9174 |          MS+ |   2 |   9.147714e-05 |    2.626117e-07 |     1.985720e-12
 26 |   9.173989e-05 |     0.9174 |          MS+ |   2 |   9.147139e-05 |    2.684999e-07 |     1.738925e-12
 27 |   9.174002e-05 |     0.9174 |          MS+ |   2 |   9.146590e-05 |    2.741192e-07 |     2.204683e-12
 28 |   9.174015e-05 |     0.9174 |          MS+ |   2 |   9.146067e-05 |    2.794807e-07 |     1.194324e-12
 29 |   9.174028e-05 |     0.9174 |          MS+ |   2 |   9.145568e-05 |    2.845963e-07 |     1.454391e-12
 30 |   9.174041e-05 |     0.9174 |          MS+ |   2 |   9.145093e-05 |    2.894782e-07 |     7.357584e-13
  1 |   8.455954e-05 |     0.8456 |          MS+ |   3 |   9.130980e-05 |    6.750269e-06 |     2.899010e-13
  2 |   9.171001e-06 |     0.0917 |          MS+ |   3 |   9.133659e-05 |    8.216559e-05 |     6.038755e-14
  3 |   9.170843e-06 |     0.0917 |          MS+ |   3 |   9.136187e-05 |    8.219102e-05 |     2.163905e-12
  4 |   9.173698e-05 |     0.9174 |          MS+ |   3 |   9.138504e-05 |    3.519351e-07 |     4.573830e-13
  5 |   9.511303e-06 |     0.0951 |          MS+ |   3 |   9.140569e-05 |    8.189438e-05 |     1.327706e-12
  6 |   9.173725e-05 |     0.9174 |          MS+ |   3 |   9.142355e-05 |    3.136937e-07 |     3.965552e-13
  7 |   9.950602e-06 |     0.0995 |          MS+ |   3 |   9.143857e-05 |    8.148797e-05 |     1.306773e-13
  8 |   9.950499e-06 |     0.0995 |          MS+ |   3 |   9.145082e-05 |    8.150032e-05 |     4.942616e-13
  9 |   9.173765e-05 |     0.9174 |          MS+ |   3 |   9.146047e-05 |    2.771750e-07 |     4.638972e-13
 10 |   9.510583e-06 |     0.0951 |          MS+ |   3 |   9.146777e-05 |    8.195719e-05 |     1.078781e-11
 11 |   9.169586e-06 |     0.0917 |          MS+ |   3 |   9.147300e-05 |    8.230342e-05 |     1.140487e-12
 12 |   9.169430e-06 |     0.0917 |          MS+ |   3 |   9.147645e-05 |    8.230702e-05 |     1.747099e-12
 13 |   8.351022e-06 |     0.0835 |          MS+ |   3 |   9.147838e-05 |    8.312736e-05 |     7.174152e-12
 14 |   9.169117e-06 |     0.0917 |          MS+ |   3 |   9.147907e-05 |    8.230995e-05 |     3.438394e-12
 15 |   9.168960e-06 |     0.0917 |          MS+ |   3 |   9.147873e-05 |    8.230977e-05 |     4.616120e-12
 16 |   9.342880e-06 |     0.0934 |          MS+ |   3 |   9.147757e-05 |    8.213469e-05 |     5.612717e-13
 17 |   9.509578e-06 |     0.0951 |          MS+ |   3 |   9.147576e-05 |    8.196618e-05 |     1.556315e-13
 18 |   9.814399e-06 |     0.0981 |          MS+ |   3 |   9.147344e-05 |    8.165904e-05 |     2.485018e-13
 19 |   9.168337e-06 |     0.0917 |          MS+ |   3 |   9.147073e-05 |    8.230239e-05 |     1.166908e-11
 20 |   9.168181e-06 |     0.0917 |          MS+ |   3 |   9.146773e-05 |    8.229955e-05 |     1.407437e-11
 21 |   9.949165e-06 |     0.0995 |          MS+ |   3 |   9.146452e-05 |    8.151536e-05 |     1.058851e-13
 22 |   9.508864e-06 |     0.0951 |          MS+ |   3 |   9.146117e-05 |    8.195231e-05 |     3.512397e-14
 23 |   8.260542e-06 |     0.0826 |          MS+ |   3 |   9.145774e-05 |    8.319719e-05 |     1.866244e-11
 24 |   9.167561e-06 |     0.0917 |          MS+ |   3 |   9.145425e-05 |    8.228669e-05 |     2.646523e-11
 25 |   9.167407e-06 |     0.0917 |          MS+ |   3 |   9.145076e-05 |    8.228335e-05 |     3.022416e-11
 26 |   9.167253e-06 |     0.0917 |          MS+ |   3 |   9.144727e-05 |    8.228002e-05 |     3.425161e-11
 27 |   9.167099e-06 |     0.0917 |          MS+ |   3 |   9.144382e-05 |    8.227672e-05 |     3.857559e-11
 28 |   9.341077e-06 |     0.0934 |          MS+ |   3 |   9.144042e-05 |    8.209934e-05 |     5.748434e-12
 29 |   7.477061e-06 |     0.0748 |          MS+ |   3 |   9.143708e-05 |    8.396002e-05 |     2.300182e-13
 30 |   8.529763e-06 |     0.0853 |          MS+ |   3 |   9.143381e-05 |    8.290405e-05 |     1.439291e-13
  1 |   9.004880e-05 |     0.9005 |          MS+ |   4 |   9.129778e-05 |    1.248985e-06 |     1.292845e-12
  2 |   9.048829e-05 |     0.9049 |          MS+ |   4 |   9.131306e-05 |    8.247690e-07 |     1.036516e-12
  3 |   9.511592e-06 |     0.0951 |          MS+ |   4 |   9.132785e-05 |    8.181626e-05 |     9.680436e-14
  4 |   9.033092e-05 |     0.9033 |          MS+ |   4 |   9.134192e-05 |    1.011007e-06 |     2.012769e-13
  5 |   9.065548e-05 |     0.9066 |          MS+ |   4 |   9.135511e-05 |    6.996318e-07 |     3.687238e-13
  6 |   9.511159e-06 |     0.0951 |          MS+ |   4 |   9.136726e-05 |    8.185610e-05 |     3.082705e-13
  7 |   9.065578e-05 |     0.9066 |          MS+ |   4 |   9.137827e-05 |    7.224895e-07 |     6.783190e-13
  8 |   9.033145e-05 |     0.9033 |          MS+ |   4 |   9.138810e-05 |    1.056650e-06 |     2.598209e-13
  9 |   9.815466e-06 |     0.0982 |          MS+ |   4 |   9.139672e-05 |    8.158126e-05 |     8.152967e-13
 10 |   9.100963e-05 |     0.9101 |          MS+ |   4 |   9.140417e-05 |    3.945368e-07 |     1.752955e-12
 11 |   9.510439e-06 |     0.0951 |          MS+ |   4 |   9.141047e-05 |    8.190003e-05 |     5.426604e-14
